,Height,Label,Score,Width,filenames,x,y
1664,1036,cloudSign,0.52325,1398,Person4_16,1452,1172
1665,1165,cupcakePaper,0.29867,1116,Person4_16,1318,1112
1666,492,eyeball,0.63039,1008,Person4_16,1936,484
1667,598,pinkCandle,0.273,323,Person4_16,1721,1248
1668,1187,pumpkinNotes,0.29154,1707,Person4_16,1022,8
1669,885,redWhistle,0.45166999999999996,1734,Person4_16,995,1392
1670,394,blueSunglasses,0.35101,1560,Person4_16,1089,515
1671,809,hairClip,0.29296,955,Person4_16,1963,333
1672,386,lavenderDie,0.45793999999999996,444,Person4_16,2191,537
1673,817,stickerBox,0.29913,1008,Person4_16,1358,159
1674,1150,birdCall,0.3562,1492,Person4_24,1707,469
1675,1603,canadaPencil,0.25936,1990,Person4_24,1761,8
1676,1127,cloudSign,0.39705,1250,Person4_24,1533,8
1677,704,eyeball,0.29436999999999997,1291,Person4_24,2057,696
1678,1361,pumpkinNotes,0.40288,1936,Person4_24,1479,189
1679,915,sign,0.26266,834,Person4_24,861,1361
1680,998,birdCall,0.4414,1492,Person4_8,2272,8
1681,855,cloudSign,0.396,1143,Person4_8,1600,1255
1682,583,eyeball,0.29991999999999996,928,Person4_8,2568,8
1683,908,pinkCandle,0.39316,350,Person4_8,2272,1240
1684,499,blueSunglasses,0.34129,1358,Person4_8,2057,152
1685,666,metalKey,0.33243,1801,Person4_12,1250,1611
1686,726,pinkCandle,0.52942,350,Person4_12,2272,530
1687,2155,sign,0.52993,1654,Person4_12,1909,121
1688,1482,pumpkinNotes,0.5504899999999999,1869,Person4_17,350,303
1689,1482,trophy,0.34558,2366,Person4_17,135,477
1690,1868,yellowBalloon,0.72378,1707,Person4_17,444,114
1691,1392,yellowBag,0.31201999999999996,1788,Person4_17,404,341
1692,1528,birdCall,0.2896,1775,Person4_20,2272,114
1693,983,cloudSign,0.45103999999999994,1344,Person4_20,2043,1029
1694,431,eyeball,0.38584,847,Person4_20,861,356
1695,666,pinkCandle,0.37676,390,Person4_20,229,8
1696,1875,sign,0.53789,1546,Person4_20,1103,99
1697,280,blueSunglasses,0.30714,1143,Person4_20,2151,1376
1698,817,cloudSign,0.46702,847,Person4_18,2594,636
1699,643,eyeball,0.33533,914,Person4_18,538,900
1700,613,pinkCandle,0.33479000000000003,310,Person4_18,3132,583
1701,1535,pumpkinNotes,0.38671,1922,Person4_18,1775,280
1702,310,lavenderDie,0.42967,336,Person4_18,1398,1051
1703,1127,birdCall,0.55861,2084,Person4_4,14,794
1704,885,cloudSign,0.42391,1170,Person4_4,417,923
1705,447,eyeball,0.36732,968,Person4_4,242,840
1706,1165,pumpkinNotes,0.34051,2137,Person4_4,14,945
1707,484,blueSunglasses,0.41238,1385,Person4_4,323,1293
1708,855,hairClip,0.2554,1129,Person4_4,2756,310
1709,1165,stickerBox,0.34078,995,Person4_4,525,961
1710,1203,yellowBag,0.3011,3240,Person4_4,807,1074
1711,1187,cloudSign,0.33452,1385,Person4_15,888,8
1712,530,eyeball,0.5373899999999999,578,Person4_15,162,1112
1713,772,pinkCandle,0.33544,296,Person4_15,1439,348
1714,1286,pumpkinNotes,0.39427,1640,Person4_15,1035,386
1715,1588,sign,0.3419,592,Person4_15,1035,8
1716,1059,birdCall,0.38028,1586,Person4_5,1371,515
1717,976,cloudSign,0.387,1197,Person4_5,2406,711
1718,522,eyeball,0.30027,1156,Person4_5,2124,477
1719,930,metalKey,0.30925,1613,Person4_5,780,749
1720,1006,partyFavor,0.27334,1479,Person4_5,1129,567
1721,1429,sign,0.28943,793,Person4_5,2352,484
1722,401,blueSunglasses,0.33399999999999996,1479,Person4_5,847,1165
1723,1921,canadaPencil,0.36846,2527,Person4_22,888,356
1724,968,cloudSign,0.26943,1022,Person4_22,3024,69
1725,1014,cupcakePaper,0.27368000000000003,1949,Person4_22,1183,8
1726,371,eyeball,0.29424,995,Person4_22,2514,386
1727,688,pinkCandle,0.34026,552,Person4_22,3024,378
1728,2079,sign,0.53245,1183,Person4_22,995,8
1729,1815,birdCall,0.65342,1842,Person8_7,81,706
1730,1240,cloudSign,0.34822,1210,Person8_7,672,1623
1731,716,eyeball,0.25895999999999997,1129,Person8_7,457,2127
1732,1260,pinkCandle,0.35919,511,Person8_7,1035,111
1733,1724,sign,0.39155,820,Person8_7,605,11
1734,1704,birdCall,0.34215999999999996,1398,Person8_4,1183,978
1735,767,eyeball,0.36217,874,Person8_4,1707,1240
1736,1019,silverStraw,0.29586,2393,Person8_4,1654,11
1737,394,blueSunglasses,0.30577,995,Person8_4,498,1855
1738,1351,cloudSign,0.35598,1170,Person8_2,431,1140
1739,1150,eyeball,0.30844,1035,Person8_2,1371,1271
1740,1170,metalKey,0.44808000000000003,1506,Person8_2,256,1240
1741,464,lavenderDie,0.37172,431,Person8_2,1909,1583
1742,2047,yellowBag,0.29272,2688,Person8_2,1358,988
1743,1795,birdCall,0.41391000000000006,1976,Person8_1,888,484
1744,1109,cloudSign,0.31365,914,Person8_1,1129,1049
1745,918,eyeball,0.50581,1264,Person8_1,1250,746
1746,1059,pinkCandle,0.30198,216,Person8_1,2043,857
1747,1260,pumpkinNotes,0.26006999999999997,1479,Person8_1,1156,777
1748,2127,sign,0.44243999999999994,1170,Person8_1,1291,908
1749,1371,stickerBox,0.39729000000000003,955,Person8_1,1385,736
1750,319,eyeball,0.3309,226,Person8_9,406,258
1751,503,metalKey,0.50478,383,Person8_9,122,166
1752,415,pinkCandle,0.30106,125,Person8_9,253,219
1753,861,sign,0.38831,266,Person8_9,46,5
1754,1069,cloudSign,0.36335,847,Person8_3,1721,192
1755,1795,sign,0.52252,1076,Person8_3,1344,1240
1756,1996,yellowBag,0.32228,2702,Person8_3,14,1039
1757,1684,birdCall,0.27816,1734,Person8_6,1600,555
1758,877,pinkCandle,0.27507,444,Person8_6,3387,101
1759,2148,sign,0.37825,1224,Person8_6,2406,888
1760,1805,birdCall,0.3452,1788,Person8_5,1560,928
1761,2016,pumpkinNotes,0.6723899999999999,1734,Person8_5,1560,384
1762,1714,stickerBox,0.34312,1371,Person8_5,1748,767
1763,1180,metalKey,0.28354,1586,Person8_8,1371,1855
1764,1956,sign,0.38416,1680,Person8_8,1613,1079
1765,1543,birdCall,0.25251999999999997,1224,Person9_20,1264,192
1766,1049,cloudSign,0.34499,1116,Person9_20,1277,636
1767,454,eyeball,0.25687,847,Person9_20,2890,958
1768,898,metalKey,0.2645,1465,Person9_20,1721,525
1769,1220,redWhistle,0.31121,1291,Person9_20,2070,988
1770,414,blueSunglasses,0.3175,1546,Person9_20,1385,978
1771,494,lavenderDie,0.4818,417,Person9_19,793,1371
1772,1734,yellowBag,0.38786,2245,Person9_19,767,11
1773,797,eyeball,0.4456,1103,Person9_8,471,817
1774,1462,pumpkinNotes,0.29717,1560,Person9_8,1963,464
1775,1361,redWhistle,0.34931999999999996,1210,Person9_8,14,494
1776,1613,trophy,0.3615,1533,Person9_8,2258,605
1777,706,blueSunglasses,0.60256,1573,Person9_8,2245,827
1778,1140,hairClip,0.43418999999999996,1062,Person9_8,2205,646
1779,1523,yellowBag,0.38954,2621,Person9_8,14,11
1780,1684,canadaPencil,0.42595,2715,Person9_2,525,333
1781,1160,cloudSign,0.25419,914,Person9_2,2258,585
1782,525,eyeball,0.30348,686,Person9_2,2957,938
1783,1321,metalKey,0.6644399999999999,1828,Person9_2,955,525
1784,958,pinkCandle,0.35491,498,Person9_2,1909,928
1785,2520,sign,0.38661,1721,Person9_2,1291,121
1786,444,blueSunglasses,0.38188,1103,Person9_2,2178,1170
1787,968,hairClip,0.46597,928,Person9_2,2272,938
1788,2148,yellowBag,0.31834,2541,Person9_2,27,888
1789,837,eyeball,0.25376,1103,Person9_10,1022,11
1790,1533,pumpkinNotes,0.27595,1492,Person9_10,1156,837
1791,2541,sign,0.3451,834,Person9_10,592,323
1792,646,blueSunglasses,0.37861,1358,Person9_10,1465,1079
1793,1160,birdCall,0.35289,1412,Person9_15,14,1875
1794,333,blueSunglasses,0.26091,914,Person9_15,552,2319
1795,444,lavenderDie,0.29967,417,Person9_15,780,2248
1796,2430,yellowBag,0.5405800000000001,2729,Person9_15,14,11
1797,1976,pumpkinNotes,0.59004,1855,Person9_12,955,11
1798,1885,yellowBag,0.25382,2218,Person9_12,767,11
1799,740,eyeball,0.36908,827,Person9_23,1190,1479
1800,3199,yellowBag,0.40703,1230,Person9_23,1805,552
1801,898,eyeball,0.26679,1237,Person9_3,95,948
1802,1311,redWhistle,0.7227100000000001,1412,Person9_3,1129,736
1803,404,lavenderDie,0.5071100000000001,363,Person9_3,498,1402
1804,1472,yellowBag,0.42305,2487,Person9_3,41,11
1805,2319,birdCall,0.44903000000000004,1680,Person9_9,753,434
1806,767,eyeball,0.25527,914,Person9_9,847,595
1807,384,blueSunglasses,0.36896999999999996,928,Person9_9,1385,1432
1808,625,eyeball,0.32503000000000004,888,Person9_7,1170,867
1809,1835,pumpkinNotes,0.28678000000000003,1761,Person9_7,1586,1119
1810,1109,blueSunglasses,0.59368,2016,Person9_7,1439,636
1811,2400,yellowBag,0.42648,1694,Person9_7,14,11
1812,1976,birdCall,0.37179,1160,Person9_21,1482,1721
1813,1089,pinkCandle,0.25904,182,Person9_21,1956,1909
1814,1754,birdCall,0.25522,1721,Person9_14,1573,1281
1815,1230,cloudSign,0.28126,767,Person9_14,2621,323
1816,242,blueSunglasses,0.30125,1035,Person9_14,2500,847
1817,1190,hairClip,0.33884000000000003,1197,Person9_14,2715,605
1818,1129,cloudSign,0.25196,474,Person9_24,1371,2406
1819,2460,yellowBag,0.31190999999999997,1492,Person9_24,434,336
1820,1512,birdCall,0.32993,1627,Person9_5,1331,1069
1821,968,pinkCandle,0.6486,377,Person9_5,1976,464
1822,1926,sign,0.65481,659,Person9_5,1842,11
1823,2027,yellowBag,0.56726,2258,Person9_5,14,11
1824,1230,redWhistle,0.32866999999999996,1183,Person9_18,390,1200
1825,414,lavenderDie,0.5576,377,Person9_18,2232,1613
1826,1916,yellowBag,0.46161,2527,Person9_18,605,11
1827,1593,birdCall,0.26484,1613,Person9_26,2433,1442
1828,696,eyeball,0.36788000000000004,955,Person9_26,1371,404
1829,1452,pumpkinNotes,0.40967,1627,Person9_26,1076,434
1830,1250,redWhistle,0.37206,1224,Person9_26,2124,323
1831,938,blueSunglasses,0.40537,1640,Person9_26,2406,1795
1832,1543,stickerBox,0.27771,1264,Person9_26,2675,1492
1833,666,eyeball,0.40166999999999997,753,Person9_6,1775,202
1834,434,blueSunglasses,0.39308000000000004,995,Person9_6,1385,101
1835,867,cloudSign,0.31064,955,Person9_11,2232,81
1836,625,eyeball,0.45028,995,Person9_11,1667,232
1837,898,metalKey,0.30572,1492,Person9_11,1990,293
1838,797,pinkCandle,0.47533000000000003,404,Person9_11,2809,363
1839,2420,sign,0.30365,767,Person9_11,1788,11
1840,2057,yellowBag,0.32456999999999997,2473,Person9_11,336,978
1841,874,eyeball,0.33778,898,Person9_22,1180,2003
1842,1035,pinkCandle,0.32595,232,Person9_22,1502,1627
1843,988,pinkCandle,0.41163999999999995,390,Person9_4,2514,686
1844,1079,redWhistle,0.3711,1264,Person9_4,1828,1502
1845,1986,yellowBag,0.45879,2420,Person9_4,659,11
1846,1805,birdCall,0.29251,1506,Person9_13,1963,1230
1847,1271,cloudSign,0.28379,672,Person9_13,2675,293
1848,1603,pumpkinNotes,0.32199,1439,Person9_13,2554,373
1849,313,blueSunglasses,0.2603,1116,Person9_13,2460,1029
1850,2430,birdCall,0.32656999999999997,2097,Person9_25,525,595
1851,1512,cloudSign,0.28524,1183,Person9_25,2406,1059
1852,908,eyeball,0.30877,901,Person9_25,847,525
1853,1714,trophy,0.25217,1694,Person9_25,1882,555
1854,888,blueSunglasses,0.54664,2111,Person9_25,1103,746
1855,1079,hairClip,0.50877,1277,Person9_25,2366,888
1856,1936,canadaPencil,0.27613000000000004,1963,Person9_16,901,615
1857,716,eyeball,0.35816,820,Person9_16,619,1271
1858,1906,pumpkinNotes,0.27675,1465,Person9_16,2003,666
1859,1019,blueSunglasses,0.54266,1990,Person9_16,874,898
1860,1311,hairClip,0.36489,1465,Person9_16,2016,988
1861,1798,birdCall,0.43198000000000003,2662,Person9_1,1106,692
1862,1406,cloudSign,0.35588000000000003,1106,Person9_1,1832,623
1863,1510,cupcakePaper,0.29248,1279,Person9_1,1780,876
1864,1003,eyeball,0.29631,1037,Person9_1,2230,1095
1865,2443,pumpkinNotes,0.55476,2955,Person9_1,934,369
1866,450,blueSunglasses,0.2865,1435,Person9_1,1711,1602
1867,415,lavenderDie,0.26953,484,Person9_1,3595,2869
1868,2408,stickerBox,0.8143600000000001,2247,Person9_1,1296,404
1869,1008,pinkCandle,0.27096,336,Person9_17,2272,666
1870,1331,redWhistle,0.5494899999999999,1170,Person9_17,377,938
1871,1694,yellowBalloon,0.25336,1654,Person9_17,1035,11
1872,353,lavenderDie,0.32342,363,Person9_17,807,1220
1873,1654,yellowBag,0.41853999999999997,2218,Person9_17,767,11
1874,1110,cloudSign,0.30575,593,Person30_7,2226,1332
1875,1470,pinkCandle,0.69965,416,Person30_7,1675,611
1876,3453,sign,0.71168,947,Person30_7,1415,14
1877,2996,silverStraw,0.3037,1332,Person30_7,1217,680
1878,458,lavenderDie,0.56979,271,Person30_7,832,2261
1879,1581,birdCall,0.27171999999999996,1387,Person30_10,2413,1092
1880,1030,cloudSign,0.34486999999999995,860,Person30_10,2704,1571
1881,749,eyeball,0.27466999999999997,874,Person30_10,2094,1498
1882,1134,metalKey,0.40105999999999997,1456,Person30_10,1512,1321
1883,1581,partyFavor,0.31773,1831,Person30_10,1900,1113
1884,2444,pumpkinNotes,0.25296,1997,Person30_10,624,219
1885,520,blueSunglasses,0.5168699999999999,1581,Person30_10,2330,1852
1886,1384,hairClip,0.56583,1207,Person30_10,2802,1436
1887,1581,birdCall,0.27418000000000003,1387,Person30_5,2413,1092
1888,1072,cloudSign,0.34557,860,Person30_5,2704,1550
1889,770,eyeball,0.2765,874,Person30_5,2094,1488
1890,1155,metalKey,0.40571999999999997,1470,Person30_5,1498,1311
1891,1581,partyFavor,0.32358000000000003,1831,Person30_5,1900,1113
1892,2444,pumpkinNotes,0.25301,1970,Person30_5,638,219
1893,520,blueSunglasses,0.51923,1581,Person30_5,2330,1852
1894,1363,hairClip,0.5652699999999999,1221,Person30_5,2802,1446
1895,611,cloudSign,0.32466,234,Person30_17,327,547
1896,440,metalKey,0.56866,362,Person30_17,58,739
1897,960,sign,0.34249,308,Person30_17,637,325
1898,192,lavenderDie,0.51977,84,Person30_17,605,308
1899,623,birdCall,0.40034000000000003,368,Person30_12,538,640
1900,581,pumpkinNotes,0.28554,365,Person30_12,196,5
1901,355,redWhistle,0.5525100000000001,381,Person30_12,180,5
1902,478,hairClip,0.35167,272,Person30_12,580,734
1903,171,eyeball,0.44333999999999996,324,Person30_15,557,500
1904,530,metalKey,0.5678300000000001,378,Person30_15,324,756
1905,363,pinkCandle,0.30279,119,Person30_15,381,781
1906,466,redWhistle,0.27473000000000003,317,Person30_15,554,363
1907,606,sign,0.50435,400,Person30_15,314,679
1908,163,blueSunglasses,0.25683,224,Person30_15,333,871
1909,210,lavenderDie,0.26858000000000004,96,Person30_15,666,483
1910,811,canadaPencil,0.34465,727,Person30_13,221,86
1911,346,eyeball,0.29967,151,Person30_13,100,5
1912,606,noisemaker,0.34115,772,Person30_13,128,103
1913,598,partyFavor,0.25382,378,Person30_13,116,5
1914,205,blueSunglasses,0.3371,314,Person30_13,154,124
1915,692,cloudSign,0.25012,288,Person30_16,372,333
1916,320,eyeball,0.45282,244,Person30_16,45,69
1917,402,metalKey,0.38509,330,Person30_16,349,854
1918,530,pinkCandle,0.38783,61,Person30_16,618,141
1919,628,sign,0.30791999999999997,240,Person30_16,394,658
1920,158,blueSunglasses,0.2875,298,Person30_16,295,871
1921,2205,birdCall,0.30938000000000004,1644,Person30_9,1290,1692
1922,2677,canadaPencil,0.26335,1300,Person30_9,1040,1429
1923,1859,cloudSign,0.35419,843,Person30_9,1248,1262
1924,694,eyeball,0.30269,718,Person30_9,198,2496
1925,1387,pinkCandle,0.31377,208,Person30_9,687,347
1926,2926,sign,0.44968,770,Person30_9,843,139
1927,500,blueSunglasses,0.26805999999999996,1352,Person30_9,541,2552
1928,2136,birdCall,0.29504,1342,Person30_1,333,14
1929,1373,eyeball,0.31159000000000003,812,Person30_1,1914,1567
1930,1165,pinkCandle,0.32800999999999997,385,Person30_1,832,735
1931,2039,silverStraw,0.35425,1311,Person30_1,323,1484
1932,2136,birdCall,0.3063,1342,Person30_6,333,14
1933,1415,eyeball,0.30162,812,Person30_6,1914,1540
1934,1179,pinkCandle,0.3278,385,Person30_6,832,735
1935,2039,silverStraw,0.35894000000000004,1311,Person30_6,323,1484
1936,1526,pinkCandle,0.63079,520,Person30_3,1633,278
1937,1789,pumpkinNotes,0.27098,1207,Person30_3,624,2386
1938,2691,sign,0.65205,572,Person30_3,1602,14
1939,486,lavenderDie,0.42518,271,Person30_3,1061,1387
1940,1512,pinkCandle,0.62725,520,Person30_8,1633,292
1941,1789,pumpkinNotes,0.28181,1217,Person30_8,614,2386
1942,2677,sign,0.66014,583,Person30_8,1592,14
1943,486,lavenderDie,0.41878999999999994,271,Person30_8,1061,1387
1944,971,cloudSign,0.29665,364,Person30_2,2569,1678
1945,1470,pinkCandle,0.69685,416,Person30_2,1675,611
1946,3453,sign,0.71712,936,Person30_2,1425,14
1947,2996,silverStraw,0.30354000000000003,1332,Person30_2,1217,680
1948,458,lavenderDie,0.57312,271,Person30_2,832,2261
1949,278,eyeball,0.27029000000000003,192,Person30_11,621,914
1950,466,pinkCandle,0.31961999999999996,119,Person30_11,320,730
1951,521,redWhistle,0.52188,407,Person30_11,442,764
1952,508,hairClip,0.41073999999999994,285,Person30_11,442,777
1953,2205,birdCall,0.30985,1644,Person30_4,1290,1692
1954,2718,canadaPencil,0.26515,1300,Person30_4,1040,1401
1955,1859,cloudSign,0.35318,832,Person30_4,1248,1262
1956,694,eyeball,0.3022,718,Person30_4,198,2496
1957,1387,pinkCandle,0.31208,208,Person30_4,687,347
1958,2926,sign,0.4534,760,Person30_4,853,139
1959,514,blueSunglasses,0.26805999999999996,1332,Person30_4,552,2538
1960,393,pinkCandle,0.29999000000000003,116,Person30_14,253,858
1961,367,redWhistle,0.36275,378,Person30_14,327,918
1962,734,trophy,0.2501,372,Person30_14,260,227
1963,397,hairClip,0.25521,285,Person30_14,375,888
1964,452,birdCall,0.26816,431,Person30_18,832,490
1965,349,cloudSign,0.37378,397,Person30_18,308,4
1966,253,eyeball,0.37053,355,Person30_18,231,45
1967,343,pinkCandle,0.38145,120,Person30_18,986,554
1968,618,sign,0.37618,367,Person30_18,589,346
1969,159,eyeball,0.38011,216,Person39_5,504,222
1970,275,pinkCandle,0.27423000000000003,111,Person39_5,410,323
1971,368,pumpkinNotes,0.31648000000000004,400,Person39_5,273,109
1972,321,redWhistle,0.31065,330,Person39_5,300,290
1973,69,blueSunglasses,0.26796,283,Person39_5,259,313
1974,216,eyeball,0.27429000000000003,195,Person39_4,38,511
1975,521,partyFavor,0.25104,290,Person39_4,260,212
1976,353,pinkCandle,0.28828000000000004,74,Person39_4,315,222
1977,911,sign,0.38681,278,Person39_4,212,4
1978,535,silverStraw,0.30236999999999997,454,Person39_4,232,266
1979,158,blueSunglasses,0.26361,227,Person39_4,399,531
1980,575,canadaPencil,0.2616,371,Person39_9,278,236
1981,229,eyeball,0.31424,220,Person39_9,351,434
1982,360,redWhistle,0.73885,232,Person39_9,119,498
1983,308,cupcakePaper,0.29552,400,Person39_8,269,452
1984,200,eyeball,0.31671,333,Person39_8,585,305
1985,260,pinkCandle,0.45074,121,Person39_8,121,220
1986,310,redWhistle,0.42226,353,Person39_8,4,142
1987,588,sign,0.43712,326,Person39_8,91,104
1988,521,birdCall,0.31434,295,Person39_7,3,491
1989,686,sign,0.30530999999999997,195,Person39_7,202,326
1990,491,cloudSign,0.35983000000000004,303,Person39_11,250,212
1991,263,pinkCandle,0.29372,101,Person39_11,137,4
1992,723,sign,0.34386,298,Person39_11,366,289
1993,353,silverStraw,0.26700999999999997,421,Person39_11,3,4
1994,132,blueSunglasses,0.31590999999999997,164,Person39_11,323,468
1995,797,birdCall,0.44186000000000003,924,Person39_2,,/
1996,443,cloudSign,0.43348000000000003,502,Person39_2,,
1997,336,eyeball,0.25508000000000003,466,Person39_2,,
1998,658,metalKey,0.43903000000000003,838,Person39_2,,
1999,453,pinkCandle,0.38745999999999997,208,Person39_2,,
2000,676,pumpkinNotes,0.6731,888,Person39_2,,
2001,877,sign,0.31854,437,Person39_2,,
2002,946,trophy,0.43305,874,Person39_2,,
2003,434,blueSunglasses,0.32897,824,Person39_2,,
2004,527,hairClip,0.5312,573,Person39_2,,
2005,210,eyeball,0.2604,185,Person39_6,454,89
2006,265,redWhistle,0.40876999999999997,283,Person39_6,246,162
2007,441,cloudSign,0.32454,247,Person39_12,389,310
2008,437,eyeball,0.31544,210,Person39_12,139,182
2009,683,pumpkinNotes,0.27917,323,Person39_12,137,266
2010,305,cloudSign,0.29373,326,Person39_10,518,3
2011,195,eyeball,0.53067,236,Person39_10,562,43
2012,288,redWhistle,0.39491,336,Person39_10,145,472
2013,507,sign,0.29679,165,Person39_10,531,3
2014,1176,cloudSign,0.29403,1573,Person39_1,1245,1222
2015,1728,vancouverCards,0.91195,2299,Person39_1,1245,749
2016,636,canadaPencil,0.33589,384,Person39_3,347,76
2017,184,eyeball,0.32768,263,Person39_3,478,424
2018,494,noisemaker,0.33043,696,Person39_3,266,260
2019,268,pinkCandle,0.5071100000000001,125,Person39_3,478,217
2020,326,pumpkinNotes,0.27488,377,Person39_3,212,84
2021,676,sign,0.5696899999999999,219,Person39_3,431,6
2022,273,blueSunglasses,0.49499,424,Person39_3,330,53
2023,270,hairClip,0.60182,289,Person39_3,538,61
2024,99,lavenderDie,0.47763999999999995,98,Person39_3,558,462
2025,1821,birdCall,0.43435,2178,Person18_1,1694,1187
2026,1625,cloudSign,0.33904,1642,Person18_1,2333,1510
2027,888,eyeball,0.46418000000000004,1400,Person18_1,1694,1659
2028,1268,pinkCandle,0.36916,605,Person18_1,4320,12
2029,2028,sign,0.4157,1348,Person18_1,3854,12
2030,1049,blueSunglasses,0.47396000000000005,2281,Person18_1,1642,1567
2031,1590,hairClip,0.38144,1348,Person18_1,1746,1083
2032,2316,yellowBag,0.48922,3266,Person18_1,1504,12
2033,507,lavenderDie,0.77588,519,Person18_4,2126,2604
2034,2823,yellowBag,0.3882,3612,Person18_4,968,415
2035,1106,eyeball,0.32333,1245,Person18_2,3249,2304
2036,1291,pinkCandle,0.35995,398,Person18_2,2230,715
2037,1083,redWhistle,0.46129,1988,Person18_2,1746,2385
2038,2362,sign,0.35243,1677,Person18_2,3042,12
